"row"	"plate"	"well"	"media"	"strain"	"model"	"lag.time, hrs"	"lag.time.SE, hrs"	"inflection.time, hrs"	"max.spec.growth.rate, log.OD/hr"	"max.spec.growth.rate.SE, log.OD/hr"	"baseline, log.OD"	"baseline.SE, log.OD"	"amplitude, log.OD"	"amplitude.SE, log.OD"	"plateau, log.OD"	"inoc.log.OD"	"max.log.OD"	"projected.growth, log.OD"	"achieved.growth, log.OD"	"baseline.OD"	"amplitude.OD"	"plateau.OD"	"inoc.OD"	"max.OD"	"projected.growth.OD"	"achieved.growth.OD"	"shape.par"	"shape.par.SE"	"R.squared"	"RSS"	"empty"	"asymp.not.reached"	"tank"	"other"	"pdf.file"	"page.no"	"Destination.plate.name"	"Well.ID"	"Plate.source"	"Well.Source"	"Media.Definition"
14	"YPDAFEXglucoseTests_2-25-10"	"F02"	"YP+2% glucose"	"Lab strain"	"richards sigmoid"	3.16160945641398	0.0130132752242264	5.69610027777778	0.0871403267354909	0.000229646786119097	0.08737718548213	0.000697693868328928	0.569725537718312	0.000706582348719082	0.657102723200442	0.0877050574005534	0.656913955188774	0.569397665799888	0.56920889778822	0.0913082277184576	0.767781795419447	0.92919481815215	0.0916660957048965	0.928830682251893	0.837528722447253	0.837164586546997	0.128377244056841	0.0158490082737876	0.999930578411107	0.000418173571721894	"I "	"-"	"-"	""	"YPDAFEXglucoseTests_2-25-10_plots_2015-04-07_15.34.27.pdf"	15	"Control strain plate"	"Sample"	"USDA"	""	"YP+2% glucose"
15	"YPDAFEXglucoseTests_2-25-10"	"G02"	"YP+5% glucose"	"Lab strain"	"gompertz sigmoid"	1.97362812374979	0.160218470960237	6.10126222222222	0.0637129438472813	0.000882845743042059	0.0636642130548074	0.00677504517335327	0.715651375940815	0.00877835119047133	0.779315588995622	0.0726054464623438	0.769574985282588	0.706710142533278	0.696969538820244	0.0657344789473957	1.0455186500407	1.17997975267831	0.0753061873456158	1.15884851638065	1.10467356533269	1.08354232903504	NA	NA	0.996368548540555	0.0284187363816137	"I "	"-"	"-"	""	"YPDAFEXglucoseTests_2-25-10_plots_2015-04-07_15.34.27.pdf"	16	"Control strain plate"	"Sample"	"USDA"	""	"YP+5% glucose"
16	"YPDAFEXglucoseTests_2-25-10"	"H02"	"None"	"Empty"	"<NA>: skipped"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"E "	"-"	"-"	""	"YPDAFEXglucoseTests_2-25-10_plots_2015-04-07_15.34.27.pdf"	17	"Control strain plate"	"Empty"	"Empty"	"Empty"	"None"
17	"YPDAFEXglucoseTests_2-25-10"	"A03"	"None"	"Empty"	"<NA>: skipped"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"E "	"-"	"-"	""	"YPDAFEXglucoseTests_2-25-10_plots_2015-04-07_15.34.27.pdf"	18	"Control strain plate"	"Empty"	"Empty"	"Empty"	"None"
18	"YPDAFEXglucoseTests_2-25-10"	"B03"	"YP"	"Wild strain"	"gompertz sigmoid"	0	6.85707287937896	22.1409086111111	0.00240032503165892	0.000622808682835668	0.183471250816661	0.0241038377523601	0.144528358183154	0.243574028025108	0.327999608999814	0.193008393297115	0.240674524494353	0.134991215702699	0.0476661311972385	0.201380426209075	0.155494462222733	0.388188429507373	0.212892973647493	0.27210692827532	0.175295455859879	0.0592139546278265	NA	NA	0.790451631963756	0.00713078905920281	"I "	"U"	"-"	""	"YPDAFEXglucoseTests_2-25-10_plots_2015-04-07_15.34.27.pdf"	19	"Control strain plate"	"Sample"	"USDA"	""	"YP"
19	"YPDAFEXglucoseTests_2-25-10"	"C03"	"YP+0.25% glucose"	"Wild strain"	"gompertz sigmoid"	1.9906115468579	0.0691975318131243	3.47962611111111	0.0490374116952237	0.00113344212179788	0.113611335614137	0.00175358527026848	0.199753898562767	0.00189317967250483	0.313365234176905	0.113618321003616	0.313364980275983	0.199746913173288	0.199746659272367	0.120316613087275	0.221102206170602	0.368021087850449	0.120324438962491	0.368020740508678	0.247696648887958	0.247696301546187	NA	NA	0.99399012987845	0.00350258662967115	"I "	"-"	"-"	""	"YPDAFEXglucoseTests_2-25-10_plots_2015-04-07_15.34.27.pdf"	20	"Control strain plate"	"Sample"	"USDA"	""	"YP+0.25% glucose"
20	"YPDAFEXglucoseTests_2-25-10"	"D03"	"YP+0.5% glucose"	"Wild strain"	"logistic sigmoid."	2.74248926201157	0.0354379553926203	4.43294833333333	0.0945867701955495	0.00125702159577835	0.120482088801679	0.00134117834599991	0.32177887516419	0.00144348747790325	0.442260963965869	0.122204770404787	0.442260963925467	0.320056193561082	0.32005619352068	0.12804053622706	0.379579682895796	0.556221805261732	0.129985465672481	0.556221805198858	0.426236339589251	0.426236339526377	NA	NA	0.998757902847438	0.00205103195615211	"I "	"-"	"-"	""	"YPDAFEXglucoseTests_2-25-10_plots_2015-04-07_15.34.27.pdf"	21	"Control strain plate"	"Sample"	"USDA"	""	"YP+0.5% glucose"
21	"YPDAFEXglucoseTests_2-25-10"	"E03"	"YP+1% glucose"	"Wild strain"	"richards sigmoid"	3.06558696223571	0.0312092193543957	5.3624375	0.121127558311403	0.000999219504341884	0.0914412547332416	0.00245736106561066	0.492484364444972	0.00245078801862176	0.583925619178214	0.10090202921227	0.583925619102095	0.483023589965944	0.483023589889825	0.0957524045344744	0.636376529891633	0.793063517352536	0.106168264278383	0.79306351721605	0.686895253074153	0.686895252937667	1.80996092627302	0.117497603933281	0.999544726321195	0.00181967924857191	"I "	"-"	"-"	""	"YPDAFEXglucoseTests_2-25-10_plots_2015-04-07_15.34.27.pdf"	22	"Control strain plate"	"Sample"	"USDA"	""	"YP+1% glucose"
22	"YPDAFEXglucoseTests_2-25-10"	"F03"	"YP+2% glucose"	"Wild strain"	"richards sigmoid"	2.77641833187198	0.0527034516734386	5.62460111111111	0.129882570160111	0.00113584996869085	0.0943645434950579	0.00505890911787811	0.678399507081888	0.00501032007418759	0.772764050576946	0.11484805727615	0.77276399934955	0.657915993300795	0.657915942073399	0.0989602917302299	0.97072108167106	1.16574421483214	0.12170299001548	1.16574410388671	1.04404122481666	1.04404111387123	1.58781592816572	0.131684393376964	0.999371589849352	0.00464022682166854	"I "	"-"	"-"	""	"YPDAFEXglucoseTests_2-25-10_plots_2015-04-07_15.34.27.pdf"	23	"Control strain plate"	"Sample"	"USDA"	""	"YP+2% glucose"
23	"YPDAFEXglucoseTests_2-25-10"	"G03"	"YP+5% glucose"	"Wild strain"	"richards sigmoid"	2.62155170729439	0.0528519100950448	5.64843416666667	0.120898389355078	0.000856667358787892	0.106939412411106	0.00473823154418831	0.792250602933212	0.00464150376049532	0.899190015344318	0.119165060839678	0.899150109300876	0.78002495450464	0.779985048461198	0.112866826518918	1.20836098124136	1.45761167700228	0.126555853197717	1.45751360540077	1.33105582380456	1.33095775220305	0.651987010079984	0.0715475157170284	0.999508942394936	0.00516491712891745	"I "	"-"	"-"	""	"YPDAFEXglucoseTests_2-25-10_plots_2015-04-07_15.34.27.pdf"	24	"Control strain plate"	"Sample"	"USDA"	""	"YP+5% glucose"
24	"YPDAFEXglucoseTests_2-25-10"	"H03"	"None"	"Empty"	"<NA>: skipped"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"E "	"-"	"-"	""	"YPDAFEXglucoseTests_2-25-10_plots_2015-04-07_15.34.27.pdf"	25	"Control strain plate"	"Empty"	"Empty"	"Empty"	"None"
25	"YPDAFEXglucoseTests_2-25-10"	"A04"	"None"	"Empty"	"<NA>: skipped"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"E "	"-"	"-"	""	"YPDAFEXglucoseTests_2-25-10_plots_2015-04-07_15.34.27.pdf"	26	"Control strain plate"	"Empty"	"Empty"	"Empty"	"None"
26	"YPDAFEXglucoseTests_2-25-10"	"B04"	"YP"	"Industrial strain"	"gompertz sigmoid"	0	5.0780526120225	14.0138366666667	0.00262196611873332	0.00018437938744914	0.128373333313586	0.0113746241547247	0.0999846427550281	0.0508218894501574	0.228357976068614	0.134971123503685	0.189191289569101	0.0933868525649285	0.0542201660654161	0.136977395010588	0.105153945825447	0.256535054410289	0.144503734616262	0.208272060219704	0.112031319794027	0.0637683256034425	NA	NA	0.855383080839261	0.00575026814686199	"I "	"U"	"-"	""	"YPDAFEXglucoseTests_2-25-10_plots_2015-04-07_15.34.27.pdf"	27	"Control strain plate"	"Sample"	"Internal source"	""	"YP"
27	"YPDAFEXglucoseTests_2-25-10"	"C04"	"YP+0.25% glucose"	"Industrial strain"	"gompertz sigmoid"	0.891438154862617	0.0875315924591966	2.31180638888889	0.0535113235044828	0.00124573544664028	0.0881434958395649	0.00304307272545713	0.207061853609148	0.00316468246722843	0.295205349448713	0.0894254262692569	0.295205293059733	0.205779923179456	0.205779866790477	0.0921448290236948	0.230058652994932	0.343402197264266	0.0935457804829503	0.343402121511189	0.249856416781316	0.249856341028238	NA	NA	0.991724253334924	0.00363563892033091	"I "	"-"	"-"	""	"YPDAFEXglucoseTests_2-25-10_plots_2015-04-07_15.34.27.pdf"	28	"Control strain plate"	"Sample"	"Internal source"	""	"YP+0.25% glucose"
28	"YPDAFEXglucoseTests_2-25-10"	"D04"	"YP+0.5% glucose"	"Industrial strain"	"logistic sigmoid."	1.64713494830746	0.0412877829637357	3.38429388888889	0.0931935829835479	0.00118142556806869	0.0808528949077067	0.00187894210009506	0.326765480130978	0.00196420648303134	0.407618375038685	0.0874704775763749	0.407618375014084	0.32014789746231	0.320147897437709	0.0842113918182088	0.386476282813275	0.503233380311918	0.0914100428976898	0.503233380274936	0.411823337414228	0.411823337377247	NA	NA	0.998561073647885	0.00184537988196709	"I "	"-"	"-"	""	"YPDAFEXglucoseTests_2-25-10_plots_2015-04-07_15.34.27.pdf"	29	"Control strain plate"	"Sample"	"Internal source"	""	"YP+0.5% glucose"
29	"YPDAFEXglucoseTests_2-25-10"	"E04"	"YP+1% glucose"	"Industrial strain"	"richards sigmoid"	2.00035124383545	0.0281455446975304	4.31378305555555	0.124952394681256	0.000705710849322313	0.066176309959304	0.00266242484922488	0.497003217300128	0.00264805311701161	0.563179527259432	0.0884800685969233	0.563179527257016	0.474699458662509	0.474699458660092	0.0684150727790216	0.643787807270277	0.756247669737942	0.0925124770869246	0.756247669733698	0.663735192651017	0.663735192646773	2.09745464546466	0.104168274133155	0.999771040591133	0.00072098110255013	"I "	"-"	"-"	""	"YPDAFEXglucoseTests_2-25-10_plots_2015-04-07_15.34.27.pdf"	30	"Control strain plate"	"Sample"	"Internal source"	""	"YP+1% glucose"
30	"YPDAFEXglucoseTests_2-25-10"	"F04"	"YP+2% glucose"	"Industrial strain"	"richards sigmoid"	2.0490071997567	0.0662248504953823	4.76661111111111	0.13306744704186	0.00129515567791922	0.0751622402050358	0.00684502394093866	0.656973009903259	0.00678618652478681	0.732135250108295	0.103854790297524	0.732135243114114	0.628280459810771	0.62828045281659	0.0780590412170139	0.92894459216055	1.07951615758535	0.10943934186153	1.07951614304083	0.970076815723817	0.970076801179305	1.62672197615846	0.161151121349594	0.999229593966034	0.00459582695233057	"I "	"-"	"-"	""	"YPDAFEXglucoseTests_2-25-10_plots_2015-04-07_15.34.27.pdf"	31	"Control strain plate"	"Sample"	"Internal source"	""	"YP+2% glucose"
31	"YPDAFEXglucoseTests_2-25-10"	"G04"	"YP+5% glucose"	"Industrial strain"	"logistic sigmoid."	1.98629177172554	0.0661342221284037	5.19560611111111	0.122957280170312	0.00117607964263019	0.0764858915144976	0.00452433442917892	0.793858352641992	0.00487921879564307	0.870344244156489	0.106676773149917	0.870336478987225	0.763667471006573	0.763659705837308	0.0794869603035999	1.21191432864705	1.38773267508318	0.112574582376872	1.38771413400679	1.27515809270631	1.27513955162992	NA	NA	0.998885750680602	0.0103824045406066	"I "	"-"	"-"	""	"YPDAFEXglucoseTests_2-25-10_plots_2015-04-07_15.34.27.pdf"	32	"Control strain plate"	"Sample"	"Internal source"	""	"YP+5% glucose"
32	"YPDAFEXglucoseTests_2-25-10"	"H04"	"None"	"Empty"	"<NA>: skipped"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"E "	"-"	"-"	""	"YPDAFEXglucoseTests_2-25-10_plots_2015-04-07_15.34.27.pdf"	33	"Control strain plate"	"Empty"	"Empty"	"Empty"	"None"
33	"YPDAFEXglucoseTests_2-25-10"	"A05"	"None"	"Empty"	"<NA>: skipped"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"E "	"-"	"-"	""	"YPDAFEXglucoseTests_2-25-10_plots_2015-04-07_15.34.27.pdf"	34	"Control strain plate"	"Empty"	"Empty"	"Empty"	"None"
34	"YPDAFEXglucoseTests_2-25-10"	"B05"	"YP"	"Engineered strain"	"gompertz sigmoid"	0	3.37960900118466	11.4875327777778	0.00260114799703032	0.000171113335294184	0.0996380871643661	0.00702344449132755	0.0812678741827026	0.0218737314876996	0.180905961347069	0.105000794559007	0.157379078978817	0.075905166788062	0.0523782844198106	0.104771014904237	0.084661410443271	0.198302487242874	0.110711492881175	0.17043921871877	0.0875909943616988	0.0597277258375952	NA	NA	0.906033844889994	0.00328284811832938	"I "	"U"	"-"	""	"YPDAFEXglucoseTests_2-25-10_plots_2015-04-07_15.34.27.pdf"	35	"Control strain plate"	"Sample"	"ATCC"	""	"YP"
35	"YPDAFEXglucoseTests_2-25-10"	"C05"	"YP+0.25% glucose"	"Engineered strain"	"gompertz sigmoid"	0.983948183597175	0.112859786286644	2.47863777777778	0.0501739409645355	0.00144200881080694	0.0661469359457048	0.00364271202623762	0.205919623922245	0.00380546132645363	0.27206655986795	0.0672650583629558	0.272066410063879	0.204801501504994	0.204801351700923	0.0683836896010714	0.228654445601205	0.312674369836174	0.0695789414490573	0.312674173192226	0.243095428387117	0.243095231743168	NA	NA	0.987488271024703	0.00577672548033825	"I "	"-"	"-"	""	"YPDAFEXglucoseTests_2-25-10_plots_2015-04-07_15.34.27.pdf"	36	"Control strain plate"	"Sample"	"ATCC"	""	"YP+0.25% glucose"
36	"YPDAFEXglucoseTests_2-25-10"	"D05"	"YP+0.5% glucose"	"Engineered strain"	"richards sigmoid"	1.86398050594022	0.0558531581780885	3.55112527777778	0.0944346403793218	0.00150539518734246	0.0602064687184575	0.00349724664000438	0.368213525552587	0.00348116438514935	0.428419994271045	0.0619674090584591	0.428419978577839	0.366452585212586	0.36645256951938	0.0620558052105851	0.445150582608455	0.534830565662769	0.0639276697585029	0.534830541576357	0.470902895904266	0.470902871817855	0.41241007480043	0.120556305314198	0.997911612798025	0.00385752298874987	"I "	"-"	"-"	""	"YPDAFEXglucoseTests_2-25-10_plots_2015-04-07_15.34.27.pdf"	37	"Control strain plate"	"Sample"	"ATCC"	""	"YP+0.5% glucose"
37	"YPDAFEXglucoseTests_2-25-10"	"E05"	"YP+1% glucose"	"Engineered strain"	"logistic sigmoid."	1.99006793380884	0.0351079474960275	4.12311861111111	0.121142575431043	0.00106707303416645	0.0644342397186312	0.00208740714872881	0.517632133522502	0.00221049055518603	0.582066373241133	0.0750837822538967	0.582066368203544	0.506982590987236	0.506982585949648	0.0665554389527234	0.678049544482632	0.789732868500092	0.0779744622314236	0.789732859484154	0.711758406268668	0.71175839725273	NA	NA	0.999269039916925	0.00268951955610802	"I "	"-"	"-"	""	"YPDAFEXglucoseTests_2-25-10_plots_2015-04-07_15.34.27.pdf"	38	"Control strain plate"	"Sample"	"ATCC"	""	"YP+1% glucose"
38	"YPDAFEXglucoseTests_2-25-10"	"F05"	"YP+2% glucose"	"Engineered strain"	"logistic sigmoid."	1.98431414913883	0.0344438902457988	4.48061444444444	0.130673511563394	0.000910297701821604	0.0736708018228489	0.00232986507621017	0.655420765541249	0.00247952515524191	0.729091567364097	0.0914028197402174	0.729091436186734	0.63768874762388	0.637688616446517	0.0764523809998565	0.925952721450692	1.07319639269875	0.0957102901077889	1.07319612074233	0.977486102590961	0.977485830634544	NA	NA	0.999493885845309	0.00307265449990923	"I "	"-"	"-"	""	"YPDAFEXglucoseTests_2-25-10_plots_2015-04-07_15.34.27.pdf"	39	"Control strain plate"	"Sample"	"ATCC"	""	"YP+2% glucose"
39	"YPDAFEXglucoseTests_2-25-10"	"G05"	"YP+5% glucose"	"Engineered strain"	"logistic sigmoid."	2.10388607358557	0.0485609580954195	5.24327222222222	0.128060724388346	0.000947720103104396	0.0637480626845324	0.00338335491744478	0.806179689301617	0.00365527295985513	0.869927751986149	0.0914242899462062	0.869921741898693	0.778503462039943	0.778497451952487	0.0658238441354071	1.23933666273098	1.38673841018529	0.0957338154859682	1.38672406572182	1.29100459469932	1.29099025023585	NA	NA	0.999357534856407	0.00631075803154068	"I "	"-"	"-"	""	"YPDAFEXglucoseTests_2-25-10_plots_2015-04-07_15.34.27.pdf"	40	"Control strain plate"	"Sample"	"ATCC"	""	"YP+5% glucose"
40	"YPDAFEXglucoseTests_2-25-10"	"H05"	"None"	"Empty"	"<NA>: skipped"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"E "	"-"	"-"	""	"YPDAFEXglucoseTests_2-25-10_plots_2015-04-07_15.34.27.pdf"	41	"Control strain plate"	"Empty"	"Empty"	"Empty"	"None"
41	"YPDAFEXglucoseTests_2-25-10"	"A06"	"None"	"Empty"	"<NA>: skipped"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"E "	"-"	"-"	""	"YPDAFEXglucoseTests_2-25-10_plots_2015-04-07_15.34.27.pdf"	42	"Control strain plate"	"Empty"	"Empty"	"Empty"	"None"
42	"YPDAFEXglucoseTests_2-25-10"	"B06"	"None"	"Empty"	"<NA>: skipped"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"E "	"-"	"-"	""	"YPDAFEXglucoseTests_2-25-10_plots_2015-04-07_15.34.27.pdf"	43	"Control strain plate"	"Empty"	"Empty"	"Empty"	"None"
43	"YPDAFEXglucoseTests_2-25-10"	"C06"	"Empty"	"Empty"	"<NA>: skipped"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"E "	"-"	"-"	""	"YPDAFEXglucoseTests_2-25-10_plots_2015-04-07_15.34.27.pdf"	44	"Control strain plate"	"Empty"	"Empty"	"Empty"	"Empty"
44	"YPDAFEXglucoseTests_2-25-10"	"D06"	"Empty"	"Empty"	"<NA>: skipped"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"E "	"-"	"-"	""	"YPDAFEXglucoseTests_2-25-10_plots_2015-04-07_15.34.27.pdf"	45	"Control strain plate"	"Empty"	"Empty"	"Empty"	"Empty"
45	"YPDAFEXglucoseTests_2-25-10"	"E06"	"Empty"	"Empty"	"<NA>: skipped"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"E "	"-"	"-"	""	"YPDAFEXglucoseTests_2-25-10_plots_2015-04-07_15.34.27.pdf"	46	"Control strain plate"	"Empty"	"Empty"	"Empty"	"Empty"
